k_index,band_index,k_distance,energy_eV,weight
96,2,4.20536831,-1.378237,9.37163331e-02
97,2,4.25797763,-1.402944,4.82585225e-01
98,2,4.31058696,-1.417777,7.01157002e-01
99,2,4.36319628,-1.422833,1.55712221e-01
0,3,0.00000000,-0.221237,3.74417666e-05
1,3,0.06074799,-0.273253,7.64016272e-03
2,3,0.12149598,-0.417348,2.53113721e-02
3,3,0.18224397,-0.620436,4.67965735e-02
4,3,0.24299205,-0.854280,6.82938579e-02
5,3,0.30373983,-1.099562,8.85619935e-02
6,3,0.36448784,-1.345517,1.07341633e-01
7,3,0.42523585,-1.584481,1.24729051e-01
8,3,0.48598386,-1.811733,1.40831650e-01
9,3,0.54673188,-2.024671,1.55687116e-01
10,3,0.60747989,-2.220993,1.69325729e-01
11,3,0.66822790,-2.399221,1.81730823e-01
12,3,0.72897591,-2.558338,1.92862193e-01
13,3,0.78972392,-2.697456,2.02669787e-01
14,3,0.85047193,-2.816014,2.11094542e-01
15,3,0.91121971,-2.913496,2.18082627e-01
16,3,0.97196773,-2.989660,2.23575550e-01
17,3,1.03271574,-3.044267,2.27531878e-01
18,3,1.09346375,-3.077077,2.29919217e-01
19,3,1.15421176,-3.088023,2.30717303e-01
20,3,1.15421176,-3.088023,2.30717301e-01
21,3,1.18458576,-3.097704,2.27783443e-01
22,3,1.21495976,-3.126067,2.19357227e-01
23,3,1.24533376,-3.171205,2.06426578e-01
24,3,1.27570776,-3.230427,1.90288715e-01
25,3,1.30608176,-3.300545,1.72216953e-01
26,3,1.33645576,-3.378349,1.53267215e-01
27,3,1.36682976,-3.460868,1.34159019e-01
28,3,1.39720381,-3.545310,1.15531149e-01
29,3,1.42757781,-3.629326,9.76984911e-02
30,3,1.45795159,-3.710911,8.08610034e-02
31,3,1.48832560,-3.788257,6.52319073e-02
32,3,1.51869960,-3.859926,5.09142220e-02
33,3,1.54907361,-3.924565,3.80963991e-02
34,3,1.57944761,-3.981093,2.68942035e-02
35,3,1.60982162,-4.028638,1.74631849e-02
36,3,1.64019563,-4.066409,9.94173324e-03
37,3,1.67056963,-4.093817,4.46297222e-03
38,3,1.70094364,-4.110419,1.13616915e-03
39,3,1.73131764,-4.115970,1.77095342e-05
40,3,1.73131764,-4.115970,1.77112425e-05
41,3,1.75279515,-4.065517,7.18603710e-02
42,3,1.77427297,-4.006250,7.78793094e-02
43,3,1.79575048,-3.938490,8.40839572e-02
